latitude,longitude
41.7990217,-87.6829594
41.7592333,-87.7438856
41.7793916,-87.6937038
41.7531938,-87.70282809999999
41.772238,-87.67406299999999
41.7493176,-87.7140867
41.7651826,-87.67385110000001
41.7941396,-87.6748526
41.7503517,-87.6831527
41.7440744,-87.70253939999999
41.7865209,-87.6639312
41.7671587,-87.6641902
41.7917104,-87.6843851
41.7983923,-87.68453919999999
41.8019431,-87.68425049999999
41.7793682,-87.69859389999999
41.771924,-87.6644099
41.8012281,-87.6919485
41.7718803,-87.70271269999999
41.77143359999999,-87.73017089999999
41.762637,-87.68346079999999
41.7445074,-87.7214176
41.7751556,-87.70332859999999
41.7783556,-87.7207057
41.78626980000001,-87.7153374
41.7710769,-87.72291829999999
41.7857946,-87.7227259
41.7930347,-87.7235724
41.7787016,-87.74024949999999
41.79274710000001,-87.7333721
41.80777990000001,-87.7152605
41.80816970000001,-87.7231877
41.8075954,-87.7317205
41.8103208,-87.72399569999999
41.7722575,-87.68371119999999
41.7940712,-87.6941562
41.78436809999999,-87.68426960000001
41.7791515,-87.6741874
41.8086517,-87.69465799999999
41.8024184,-87.7426534
41.7823611,-87.6646825
41.7861512,-87.6937808
41.9098682,-87.8359419
41.9263983,-87.8208168
41.9088437,-87.8391659
41.9086086,-87.8062243
41.9163802,-87.80635869999999
41.912991,-87.8064163
41.9196157,-87.8063779
41.9297485,-87.8465342
41.9527125,-87.8195922
41.924887,-87.83517429999999
41.9254049,-87.8133675
41.9305453,-87.80694369999999
41.938221,-87.8069924
41.9090659,-87.8160171
41.945531,-87.8064931
41.95246849999999,-87.7959092
41.9374481,-87.83420509999999
41.9297852,-87.86307
41.9236965,-87.7687229
41.8940128,-87.8049952
41.9235293,-87.7761027
41.894023,-87.805561
41.9386507,-87.7864304
41.9089603,-87.779878
41.9089224,-87.7791196
41.9223064,-87.78501829999999
41.8620829,-87.66782339999999
41.8662694,-87.686313
41.8471137,-87.6458756
41.85251909999999,-87.6666666
41.8519999,-87.67552669999999
41.8759655,-87.6294782
41.8993922,-87.6768091
41.8964378,-87.6866156
41.8855222,-87.686295
41.896826,-87.6376087
41.8992107,-87.6873311
41.8908322,-87.6668207
41.8940277,-87.6668768
41.8934556,-87.6321767
41.8963735,-87.6344475
41.9114682,-87.6326951
41.9123404,-87.63271429999999
41.8912151,-87.6665895
41.8823032,-87.6860025
41.8832464,-87.68567519999999
41.8775853,-87.65210139999999
41.8767489,-87.65672579999999
41.8669883,-87.6250757
41.9037577,-87.6620432
41.9036183,-87.6628138
41.8693371,-87.6440264
41.8681838,-87.6413542
41.8642857,-87.6869207
41.8666047,-87.66570519999999
41.9044876,-87.6484016
41.8766514,-87.667206
41.9109823,-87.66289090000001
41.857789,-87.6435451
41.8876205,-87.66110139999999
41.8579867,-87.6685158
41.9602943,-87.7928949
41.9459811,-87.7768613
41.9604816,-87.7865169
41.9637256,-87.7871124
41.9602147,-87.77667919999999
41.9669452,-87.82711309999999
41.9655564,-87.83614759999999
41.9667873,-87.838264
41.9388183,-87.7718458
41.9736008,-87.83728529999999
41.9531801,-87.8569705
41.931521,-87.7665974
41.9740453,-87.8075685
41.9612203,-87.8069156
41.923665,-87.8840858
41.9096734,-87.8658524
41.8987432,-87.8638563
41.9173772,-87.88347240000002
41.9164003,-87.88370619999999
41.8909519,-87.8440782
41.8907362,-87.8460161
41.8888626,-87.8360187
41.8883965,-87.83390759999999
41.9294068,-87.86564
41.9106549,-87.6880888
41.9307577,-87.8842775
41.95438,-87.86101190000001
41.90731880000001,-87.87384759999999
41.9007619,-87.8565113
41.9369609,-87.8845843
41.9268875,-87.8855236
41.87937120000001,-87.83432979999999
41.878642,-87.8336965
41.9073437,-87.89964789999999
41.887843,-87.8634344
41.9074813,-87.89961129999999
41.8972286,-87.87417359999999
41.8832861,-87.8832869
41.8832219,-87.8829739
41.8823985,-87.83862859999999
41.8819879,-87.88281099999999
41.9020916,-87.9026566
41.8764889,-87.8336389
41.9084718,-87.8350804
41.8816172,-87.8737325
41.9037114,-87.8842009
