latitude,longitude
41.9057267,-87.8842009
41.8720644,-87.86249459999999
41.87156969999999,-87.8536135
41.8783097,-87.8836257
41.99015420000001,-87.69901689999999
41.9907195,-87.69922869999999
41.9963905,-87.670519
41.964947,-87.72757390000001
41.9716472,-87.66011669999999
41.9606873,-87.727497
41.99075920000001,-87.6925102
42.0052886,-87.68977629999999
41.960971,-87.7086021
41.9983553,-87.6682076
42.0041991,-87.72921590000001
41.9690604,-87.6699797
41.969033,-87.66895699999999
42.01197,-87.72308720000001
42.0129065,-87.6743326
42.0197188,-87.68423109999999
41.9760244,-87.6603094
41.9779271,-87.68957530000002
41.9907797,-87.67683889999999
41.9536489,-87.6882148
41.990734,-87.69005489999999
41.976175,-87.6888522
41.9908727,-87.7283757
41.9982778,-87.67670910000001
41.9977671,-87.6762834
42.0006964,-87.7233416
41.9978683,-87.67090429999999
41.9662295,-87.6793014
41.9610843,-87.6890832
41.98564820000001,-87.6597314
41.9679584,-87.7350374
41.9541411,-87.6990976
41.9542644,-87.68877520000001
41.967011,-87.7380378
41.9832294,-87.67021079999999
41.9973486,-87.718828
41.9827762,-87.70850349999999
41.9759137,-87.6739474
42.0114609,-87.72811689999999
42.0120592,-87.7287666
42.0191131,-87.7116363
41.9686773,-87.69905539999999
42.01188070000001,-87.6906235
41.9754602,-87.71314369999999
41.9834189,-87.6950129
41.9082036,-87.83730849999999
41.9310821,-87.9041708
41.9496945,-87.8820537
41.9511603,-87.88385579999999
41.95594579999999,-87.8766854
41.9556659,-87.8706292
41.9537018,-87.88519769999999
41.9656604,-87.8618808
42.0315889,-87.7073161
42.0258495,-87.70848660000001
42.020827,-87.6768556
42.0122522,-87.7474356
42.0126534,-87.6637385
41.9975425,-87.74788389999999
42.011486,-87.75367349999999
42.0121934,-87.74840309999999
42.0116052,-87.754306
42.026451,-87.68974650000001
42.018941,-87.6664016
42.04075,-87.71125789999999
42.01975669999999,-87.6774719
42.02662429999999,-87.74666479999999
42.0264785,-87.72363010000001
42.026836,-87.69978689999999
42.0339707,-87.711508
42.004849,-87.7478283
42.041213,-87.7073319
