42.39844009999999, -83.33399539999999
42.3983538, -83.31544939999999
42.3832339, -83.372574
42.347541, -83.331462
42.3380213, -83.3503441
42.344166, -83.38471899999999
42.3525044, -83.4108166
42.3720094, -83.4305026
42.4409609, -83.3749114
42.441134, -83.3411448
42.4547218, -83.37628869999999
42.4558702, -83.35587620000001
42.3513263, -83.3131725
42.29666479999999, -83.34965509999999
42.3107577, -83.36503970000001
42.326396, -83.31214899999999
42.4703471, -83.3574835
42.4687262, -83.4230585
42.2830869, -83.3889128
42.3001949, -83.2680366
42.2850848, -83.2704614
42.2698373, -83.24618869999999
42.2695371, -83.23216670000001
42.25594479999999, -83.24240379999999
